,info,title,advantage,drawback,opinion,promotion,welfaresalary,worklifebalance,culture,executives,total,date,region,workingstatus,department
44,미디어/홍보 | 전직원 | 경기 | 2019/5/29,근무 환경이 좋으며 나름 수평적인 분위기를 지향하려고 함 등 좋은 기억이 많은 곳,쾌적한 근무 환경사무실 설비 간식 등 좋은 사람들 및 수평적 분위기 지향 딱딱하지 않은 커뮤니케이션 새로운 정보에 대한 적극성,업무 특성상 대외 환경에 따른 업무 불확실성 대처가 수동적일 수 밖에 없던 점 내부적으론 조직개편으로 인한 불안감 등,합리적인 조직 개편 및 평가를 위해 신경을 많이 써주시길 바랍니다,4.0,4.0,4.0,4.0,4.0,4.0,2019-05-29 00:00:00, 경기 , 전직원 ,미디어/홍보 
45,디자인 | 전직원 | 경기 | 2019/5/29,부서에 따라 다르지만 수평적 근무환경입니다 ,연봉이 업계 최고수준  복지 잘 되어 있음 나는 집이 가까워서 좋았음,부서에 따라 다르지만 초과 근무가 좀 있음 일하는게 재미 없음한굳은 포화 상태라 더이상 발전은 힘들다고 봄,한국에서 더이상 발전 가능성을 찾지 말고 새로운 시장을 찾으시길,4.0,4.0,4.0,4.0,4.0,4.0,2019-05-29 00:00:00, 경기 , 전직원 ,디자인 
46,마케팅/시장조사 | 현직원 | 경기 | 2019/5/23,대기업과 스타트업의 장점을 모두 지니고 있는 회사 커리어 패스 면에서도 한번쯤은 경험해보면 좋은 회사인 것 같다,나름 수평적인 분위기 속 자율적인 업무 및 근무 환경을 지니고 있음,급변하는 IT 환경 속에서 넥스트 먹거리를 찾으려고 갈팡질팡하는 모습을 많이 보임,이제 그만 고인물 과거의 영광에서 벗어났으면 네이버 안엔 파랑새는 없습니다,3.0,4.0,4.0,4.0,2.0,3.4,2019-05-23 00:00:00, 경기 , 현직원 ,마케팅/시장조사 
47,마케팅/시장조사 | 전직원 | 경기 | 2019/5/17,자부심을 갖고 일할수있는곳입니다 국내 최대기업 네이버,인턴이지만 네이버라는 이름이 자부심을 느낄수있게 하고 근무환경도 너무 좋습니다 점심이 아주 맛있습니다,너무 큰 국내 기업이라 그런지 인정이 없어보입니다 단점을 굳이 말하자면요,앞으로 직원들에게 좋은 비젼과 인터넷의 올바른 문화를 만들어주세요,3.0,3.0,3.0,3.0,3.0,3.0,2019-05-17 00:00:00, 경기 , 전직원 ,마케팅/시장조사 
48,IT/인터넷 | 현직원 | 경기 | 2019/5/17,워라벨이 어느정도 보장되어 있음 귀감과 타산지석 사이의 스펙트럼이 넒음,금전과 워라벨 측면에서 평균적인 대우가 좋은편이다 기업 이미지도 좋아서 나중에 커리어에도 좋을거고 여러모로 괜찮다,덩치가 크다보니 놀고먹는 인원이 많다 보고를 위한 보고도 많은 편이고 역피라미드 구조라서 윗사람들이 아랫사람들을 빼먹는다는 느낌은 어쩔 수 없다 기획자와 PM은 개발자에 종속되는 구조라서 자존감이 떨어질 수 있다,기획자와 사업 정책을 담당하는 사람들에게 보다 인정을 해줄 필요가 있다 사업을 아는 사람과 기획을 좋아하는 사람들은 이 회사에 만족하지 못한다,3.0,4.0,5.0,5.0,2.0,3.8,2019-05-17 00:00:00, 경기 , 현직원 ,IT/인터넷 
49,디자인 | 전직원 | 경기 | 2019/5/16,부서별 팀별 분위기가 매우 다른 것 같습니다 디자이너에게 매우 좋은 환경인 듯 합니다,현직자분들의 삶은 복지 연봉 만족도 면에서 높아보였습니다 제가 있던 팀만 그런 것일 수도 있지만 현직자분이 직접 디자이너 이직률은 낮은 편이라 했고 실제로 현재 기업이 좋다고도 말씀하셨습니다,편하게 회사를 다니고 싶은 분들께는 좀 힘든 환경일 수도 있겠습니다 성과주의가 심하다고 들었고 개인이 맡은 과업을 완료하기 위해 늦은 밤까지도 자발적으로 야근하는 분들이 꽤 있었습니다 그리고 대기업 분위기가 있어 보입니다,트렌드를 따라가기보다 이끌어가려는 멀리보는 전략이 좀 더 세워진다면 어떨까합니다 개인적인 생각으로 글로벌 서비스에 뒤쳐지는 느낌이 드니 급하게 따라가려는 것처럼 보이기도 합니다,4.0,5.0,3.0,4.0,4.0,4.0,2019-05-16 00:00:00, 경기 , 전직원 ,디자인 
50,디자인 | 전직원 | 경기 | 2019/5/16,디자이너로 일하기 좋은 회사 같은 분야의 다양한 사람을 만날 수 있는 곳,업무 환경이 쾌적하고 복지 수준이 높은 것 같다 사내에 모든 시설이 있어 편리했다 모든 디자이너가 디자인 실에 모여 일하고 디자인 사보 컨퍼런스 등등 다른 디자이너와 소통창구가 많아 좋았다,지원자들 모아서 사회 입문 교육이라는 명목하에 2박 3일 경쟁을 시켰는데 오디션 프로그램 찍는 느낌이었다 정신적 체력적으로 탈탈 털림 공모전 처럼 아이디어를 내고 구체화하는 과제였는데 막상 입사 후 업무를 시작하니 누끼따고 배너 그리는 일만 했다,고작 인턴이었고 일한 기간도 너무 짧아서 잘 모르겠다,3.0,5.0,3.0,4.0,3.0,3.6,2019-05-16 00:00:00, 경기 , 전직원 ,디자인 
51,경영/기획/컨설팅 | 전직원 | 경기 | 2019/5/14,계속 다니고 싶은 회사입니다 전체적인 분위기가 좋은 편입니다,성장 가능성이 있고 복지나 연봉수준이 나쁘지 않습니다,업무가 많은 편이며 대기업 특성상 보수적인 성향이 있습니다,개방적인 분위기와 개개인의 존중이 더 중시되었으면 합니다,3.0,4.0,3.0,3.0,3.0,3.2,2019-05-14 00:00:00, 경기 , 전직원 ,경영/기획/컨설팅 
52,IT/인터넷 | 전직원 | 경기 | 2019/5/14,다양한 경험을 바탕으로 발전할 수 있는 곳,수평적인 사무실 분위기와 자유로운 복장 그리고 좋은 복지와 출퇴근 시간이 정확함,단점은 별로 없는 것 같다 주변에 퇴근시간에 차가 막힌다,신규 사업 추진에 적극적인 태도를 보여줬으면 좋겠다,4.0,4.0,4.0,4.0,4.0,4.0,2019-05-14 00:00:00, 경기 , 전직원 ,IT/인터넷 
53,IT/인터넷 | 현직원 | 경기 | 2019/5/13,인지도 하나만큼은 남부럽지않다 네이버이기에 가능한 성과들이 있음,1위부심 자율출퇴근제 여성직원들에게 친화적인 환경 출산휴가에 눈치주지않음,오래된 고인물들이 많음 It의 자유로움을 기대하고들어왔다가 대기업의 꼰대문화만 경험하고나가는곳 경영진들의 판단미스로인해 구성원 불만이 많음,,4.0,5.0,2.0,3.0,1.0,3.0,2019-05-13 00:00:00, 경기 , 현직원 ,IT/인터넷 
54,디자인 | 전직원 | 서울 | 2019/5/13,디자이너가 존중받으면서 일할수있고 복지가 좋다,개개인의 워라벨을 지킬 수 있고 수직적인 관계가 아닌 수평적이다고 할 수 있는 것 같다,일의 강도가 높고 생각 아이디어들이 현 시대보다 훨씬 앞서 나가야 한다는 압박이 있고 도태되면 결국 나가게 된다,직원들의 불만을 듣고 구설수에 그만 오르는 짓을 하였으면 한다,4.0,5.0,4.0,3.0,2.0,3.6,2019-05-13 00:00:00, 서울 , 전직원 ,디자인 
55,IT/인터넷 | 전직원 | 기타 | 2019/5/10,다양한 정보와 유용한 컨텐츠를 제공하는 기업으로 꿈과 희망이 있는 곳입니다,자기 계발을 할 수 있는 곳인 듯합니다 항상 긍정적인 에너지가 나오는 곳입니다,국내 1위 인터넷 검색 포털이지만 해야 할 일이 너무 많은 곳인것 같습니다 일과 휴식을 병행할 수 있는 조직 문화가 이루어졌으면 좋겠습니다,월급을 더 많이 주면 좋겠습니다 복지도 현재 보다 더 좋아졌으면 좋겠습니다,3.0,3.0,3.0,3.0,3.0,3.0,2019-05-10 00:00:00, 기타 , 전직원 ,IT/인터넷 
56,IT/인터넷 | 전직원 | 경기 | 2019/5/9,개인적인 시간 및 개인 활동이 보장되는 곳입니다 부서별로 각자 작은 회사라고 생각하시면 됩니다 부서 이동이 이직처럼 면접 보고 연봉협상 새로 하고 하는 식으로 진행됨,분위기가 자유롭고 회사 시설이 매우 좋습니다 복지도 좋은 편,저는 계약직으로 짧게 일했기 때문에 특별히 느낀 것이 없습니다 다만 개발자들이 좀 다들 지인 추천 형태로 들어온 것 같더라고요 신입 채용이 적은 이유,채용 시 지인 추천 제도보다는 공채 신입도 뽑으셨으면 좋겠습니다,4.0,4.0,5.0,5.0,4.0,4.4,2019-05-09 00:00:00, 경기 , 전직원 ,IT/인터넷 
57,IT/인터넷 | 현직원 | 경기 | 2019/5/4,인프라가 갖춰져 있는 상태에서 다양한 개발자와 교류하면서 내 스킬을 키우고 싶은 사람에게 추천,실비보헙 사내병원 사내 편의점 사내 카페 본사건물 자율 출퇴근 많은 개발자와의 커뮤니케이션 다양한 서비스개발,성장곡선의 둔화 발전하고 있는 서비스가 별로 없음 안주하기 쉬움,탑다운식 기획을 하지 않았으면 초기 창립 멤버가 한발 뒤로 물러서면서 경영철학이 애매한듯,4.0,3.0,5.0,5.0,3.0,4.0,2019-05-04 00:00:00, 경기 , 현직원 ,IT/인터넷 
58,IT/인터넷 | 전직원 | 경기 | 2019/5/2,대기업 치고는 서비스 회사만의 자유로운 문화와 산업 특성으로 본인의 학습 의지가 높을 경우 재밌게 회사생활을 할 수 있음,사무실예쁨 국내 1위 포털에서 경험해보는 서비스 기획 업무 연차 비교적 자유롭게 사용,잦은 조직개편 개발이나 디자인 직군이 아니면 업무 전문성과 확장성때문에 고민이 생길 수 있음 경영진이 기획자 직군을 약간 하찮게 여기는 경향이 있음 나이와 연차가 쌓임에 따라 업무가 자동으로 레벨업되지 않으므로 암묵적 경쟁이 치열함,의사 결정에 일관성이 있었으면 좋겠습니다,3.0,4.0,4.0,4.0,3.0,3.6,2019-05-02 00:00:00, 경기 , 전직원 ,IT/인터넷 
59,IT/인터넷 | 현직원 | 경기 | 2019/4/30,탄탄한 기반을 가지고 있어서 안정적인 편,개발자로 일하기 편함 성과 위주 긴 휴가를 사용하기 어렵지 않음 단체보험이나 식당 등 복리후생 좋음 노조가 있음,의사 전달이 결국 탑다운 구조 정치를 못하면 위로 올라가기 힘듦 오래된 서비스엔 정치만 잘하는 고인물이 많음,네이버는 간보기보다는 좀 더 도전적인 모험이 필요한 시기임,5.0,5.0,4.0,4.0,3.0,4.2,2019-04-30 00:00:00, 경기 , 현직원 ,IT/인터넷 
60,디자인 | 현직원 | 경기 | 2019/4/30,각계 엘리트들이 모여있는 곳 수평적이고 스스로 일에 책임지며 할 수 있는 분위기 무엇보다 복지로 따지면 국내에 따라올 회사가 몇 없다,자율적 구조 체계화된 복지 인센티브 사옥 시설 라이브러리 카페 병원 은행 등 나갈 일이 없음 뛰어난 동료들과 글로벌하게 일할 수 있음,수평문화의 단점으로 개인주의와 수동적인 면이 있으며 부서마다 분위기가 크게 다르다 각개전투하는 느낌,일반 직원들도 사업 방향과 비전에 공감할 수 있도록 더 소통의 노력을 해주면 좋겠다,3.0,5.0,5.0,4.0,4.0,4.2,2019-04-30 00:00:00, 경기 , 현직원 ,디자인 
61,IT/인터넷 | 전직원 | 경기 | 2019/4/30,복지가 정말 잘 되어있고 서로 터치없이 자유롭고 편하게 일할 수 있는 근무환경이 주를 이루고 있음 사내식당도 맛있고 사람들이 다 여유로워보임,무료로 먹을 수 있는 자판기가 있어서 샌드위치 삼각김밥 등 제공받음 조직문화 정말 좋고 분위기 좋고 수평한 느낌 사내 식당과 카페 및 휴게공간 정말 잘 구비되어있음 진짜 장점밖에 없는 회사,대기업에 비해 연봉이 높다고 할 순 없어보임 서울에 위치하지 않은 점이 아쉬움 경력직 위주로 채용이라 취업 벽이 너무 높음,아르바이트로 잠깐 머무르며 네이버라는 기업에 대한 애정만 잔뜩 얻고 가서 눈이 높아져버렸습니다,4.0,4.0,5.0,5.0,4.0,4.4,2019-04-30 00:00:00, 경기 , 전직원 ,IT/인터넷 
62,IT/인터넷 | 현직원 | 경기 | 2019/4/26,대기업이 되었음에도 경쟁력을 가질수 있는 것은 특유의 네이버DNA 가 있어서임 네이버리더들은 굉장히 어그레시브하고 적극적으로 일에 임함,누구나 알아주는 회사 적절한 연봉 리즈너블한 업무환경 디테일한 조직관리 경험가능,때로는 실력 즉 알맹이가 없음에도 적극적인 정치로 자리를 만드는 사람들이 존재 이런 리더와 함께 하면 철저하게 이용당하고 소비됨,제대로된 수직적인 의사결정을 하려면 애매하게 수평문화를 취하기 보다 확실한 직급과 실력 베이스로 수직문화를 취하는게 좋을것,3.0,4.0,3.0,2.0,3.0,3.0,2019-04-26 00:00:00, 경기 , 현직원 ,IT/인터넷 
63,경영/기획/컨설팅 | 전직원 | 경기 | 2019/4/24,다양한 경험을 할 수 있는곳 복지가 잘돼있어 좋다,업무 시스템이 체계적이고 배울점이 많은 선배들이 두루두루 포진해있다,딱히 단점이라고 생각나는 게 없음 신규 사업에 다소 소극적인 태도를 보입니다,신규 사업에 다소 소극적인 태도를 보이나 신중하다고도 할 수 있습니다 감사합니다,3.0,4.0,4.0,4.0,3.0,3.6,2019-04-24 00:00:00, 경기 , 전직원 ,경영/기획/컨설팅 
64,마케팅/시장조사 | 전직원 | 서울 | 2019/4/24,정말좋은회사 만족하면서 다녔습니다 다시 다니고 싶습니다,해당 업종에서는 최고인듯 기업에 자산이 많아서 그런지 어떤 업무든지 지원을 많이 해줬습니다,업무당시엔 체계가 없는느낌 지금은 아니죠 다만 너무 독과점 느낌으로 중소개발자를 힘들게 한듯 합니다,회사가 너무 거대해져서 말단직원들에게까지 신경쓰기 어려워보입니다 앞으로도 잘 해나가실꺼 같습니다,5.0,5.0,5.0,5.0,5.0,5.0,2019-04-24 00:00:00, 서울 , 전직원 ,마케팅/시장조사 
65,IT/인터넷 | 전직원 | 경기 | 2019/4/23,다양한 개발환경을 경험할 수 있는 곳,수평적인 분위기 다양한 부서와의 협업으로부터 성장 가능,잦은 회의로 소요되는 시간이 많음 이로부터의 비효율성을 줄일 필요가 있음,보고 단계를 줄일 필요가 있다고 생각함,3.0,5.0,3.0,4.0,4.0,3.8,2019-04-23 00:00:00, 경기 , 전직원 ,IT/인터넷 
66,IT/인터넷 | 전직원 | 서울 | 2019/4/23,우리나라에서 웹개발자가 근무할 수 있는 최고의 환경 성장 연봉 복지 어느 하나 부족한 부분이 없음,일에만 집중할 수 있는 편안한 분위기 사람으로부터 받는 스트레스가 전혀 없음 성장을 장려하는 분위기와 보고 배울 수 있는 선배개발자들이 있음,신입을 안 뽑아줌 채용형 인턴이라 해도 큰 기대를 하지 말아야 함 입사하고 싶다면 인턴 말고 상시채용공고를 잘 주시하다가 지원할 것,초심을 잃지 않고 이대로 회사를 잘 이끌어 주셨으면 좋겠습니다,4.0,5.0,4.0,5.0,5.0,4.6,2019-04-23 00:00:00, 서울 , 전직원 ,IT/인터넷 
67,미디어/홍보 | 전직원 | 경기 | 2019/4/22,대기업 메리트만 보면 좋은곳인듯 계약직 대우는 그저그럼,복리후생이 좋고 기업 규모가 커 업무가 잘 정돈된 느낌 일 배우기 좋음,계열사 별로 차이가 있겠지만 기업 이미지를 위해 도전이 자유롭지는 않은듯해 보였음,작은 규모의 팀도 케어가 잘되었으면 좋겠습니다 계약직 대우도 부탁드려요,3.0,4.0,4.0,4.0,4.0,3.8,2019-04-22 00:00:00, 경기 , 전직원 ,미디어/홍보 
68,IT/인터넷 | 전직원 | 경기 | 2019/4/20,초급 개발자가 개발자로 성장하고 싶다면 가장 탄탄하게 실력을 올릴 수 있는 곳,자유로운 분위기 좋은 복지 초급 개발자에 한해 실력에 비해 매우 월등한 월급,넓은 벌판에 혼자 던져져서 먹이를 구해오라는 느낌이 매우 강함 그만큼 성장할 수는 있으나 기본적인 개발 경험과 센스가 없으면 아무것도 못하는 상황이 벌어질 수도 있음,인턴직 종료 후 정말 들어가고 싶은 회사 중 하나이나 어찌 정직원들의 반응은 다른데 가라고 강력히 추천 최근 인센티브 감소 노조 협상 거부 등 직원들의 불만은 늘어나고 있는 모양 좋은 회사를 유지시킬 능력을 보여줬으면 좋겠음,4.0,4.0,3.0,4.0,2.0,3.4,2019-04-20 00:00:00, 경기 , 전직원 ,IT/인터넷 
69,IT/인터넷 | 현직원 | 경기 | 2019/4/20,개발자 회사라 개발자 대우를 받으면서 일할수 있다는 점이 크다,연차를 눈치 없이 쓸수 있다는 점과 수평문화 타 조직은 모르겠지만 기술 스택에 대한 선택이 수훨함 꼰대가 없어보임,회사 수입에 비해 직원 연봉이 적은것 같음 연봉을 늘리는 것보다 외국 회사 처럼 스톡옵션으로 회사 이직을 막고자함  장점 or단점,이미 만들어 진것에 대한 발전은 성과로 많이 안보고 새로운것에 대해서만 성과를 보는 경향이 있음 이미 만든것을 발전시키는 것에 대해 많은 고민을 해주었으면 좋겠음,4.0,4.0,4.0,4.0,3.0,3.8,2019-04-20 00:00:00, 경기 , 현직원 ,IT/인터넷 
70,IT/인터넷 | 전직원 | 해외 | 2019/4/17,뛰어난 인재들이 모여있는 대한민국 최고의 IT기업 중 하나,많은 사람이 사용하는 서비스를 만들 수 있음 구내식당 매우 맛있음,업무가 강도가 다소 높은 편 오죽 야근이 많으면 회사내 숙면실이 있음,신사업 추진을 더 많이 했으면 좋겠습니다,4.0,4.0,3.0,4.0,4.0,3.8,2019-04-17 00:00:00, 해외 , 전직원 ,IT/인터넷 
71,IT/인터넷 | 전직원 | 경기 | 2019/4/14,개발자가 대우받을 수 있는 곳이고 기업평가가우수한 곳,밝은 분위기속에서 꾸준한 매출증대로 인해 복지가 점점 좋아지고 있다,내부에서 경쟁이 심하고 여러가지 업무적인 스트레스가 많다,정규직을 많이 만들어 복지혜택을 여러사람이 누릴 수있게 해주세요,3.0,3.0,3.0,3.0,3.0,3.0,2019-04-14 00:00:00, 경기 , 전직원 ,IT/인터넷 
